Ra	Dec
84.7521295	20.09547235
84.72981866	20.17380988
84.70753985	20.25195367
84.68529237	20.32990636
84.66307552	20.40767059
84.64088859	20.48524896
84.6187309	20.56264404
84.59660177	20.63985838
84.5745005	20.7168945
84.55242643	20.79375489
84.53037889	20.87044201
84.50835721	20.94695831
84.48636073	21.0233062
84.4643888	21.09948807
84.44244077	21.1755063
84.420516	21.25136322
84.39861384	21.32706116
84.37673365	21.40260241
84.35487482	21.47798926
84.3330367	21.55322395
84.31121868	21.62830872
84.28942013	21.70324577
84.26764045	21.77803731
84.24587901	21.85268551
84.22413522	21.92719251
84.20240846	22.00156045
84.18069814	22.07579144
84.15900366	22.14988757
84.13732442	22.22385093
84.11565983	22.29768357
84.09400931	22.37138754
84.07237227	22.44496485
84.05074812	22.51841752
84.0291363	22.59174753
84.00753621	22.66495687
83.9859473	22.73804748
83.96436897	22.81102132
83.94280068	22.88388031
83.92124184	22.95662636
83.8996919	23.02926138
83.87815029	23.10178724
83.85661646	23.17420582
83.83508983	23.24651898
83.81356987	23.31872855
83.79205601	23.39083638
83.7705477	23.46284427
83.74904439	23.53475402
83.72754553	23.60656745
83.70605057	23.67828631
83.68455897	23.74991239
83.66307018	23.82144744
83.64158365	23.8928932
83.62009885	23.96425141
83.59861524	24.03552379
83.57713226	24.10671207
83.5556494	24.17781793
83.53416609	24.24884307
83.51268181	24.31978918
83.49119603	24.39065794
83.4697082	24.461451
83.44821778	24.53217001
83.42672426	24.60281664
83.40522708	24.67339251
83.38372572	24.74389925
83.36221964	24.81433849
