Ra	Dec
0.6786611113	26.58329382
0.5330152586	26.57965035
0.3872263901	26.57585469
0.2412912559	26.57190631
0.09520658974	26.56780467
359.9489691	26.5635492
359.8025755	26.55913932
359.6560225	26.55457446
359.5093067	26.549854
359.3624247	26.54497731
359.2153733	26.53994378
359.0681489	26.53475273
358.9207483	26.52940352
358.7731678	26.52389545
358.6254042	26.51822782
358.4774539	26.51239992
358.3293133	26.50641103
358.1809791	26.50026039
358.0324476	26.49394723
357.8837152	26.48747079
357.7347784	26.48083025
357.5856336	26.47402481
357.436277	26.46705363
357.2867051	26.45991586
357.1369141	26.45261063
356.9869003	26.44513706
356.83666	26.43749425
356.6861893	26.42968126
356.5354845	26.42169716
356.3845417	26.41354098
356.233357	26.40521175
356.0819266	26.39670846
355.9302466	26.3880301
355.7783129	26.37917562
355.6261215	26.37014396
355.4736685	26.36093405
355.3209498	26.35154478
355.1679613	26.34197502
355.0146989	26.33222364
354.8611583	26.32228946
354.7073354	26.3121713
354.553226	26.30186794
354.3988258	26.29137814
354.2441304	26.28070066
354.0891356	26.26983421
353.9338368	26.25877748
353.7782297	26.24752914
353.6223099	26.23608785
353.4660727	26.22445221
353.3095137	26.21262082
353.1526281	26.20059226
352.9954114	26.18836507
352.8378589	26.17593775
352.6799658	26.1633088
352.5217274	26.15047668
352.3631387	26.13743983
352.204195	26.12419664
352.0448912	26.1107455
351.8852223	26.09708474
351.7251834	26.08321269
351.5647693	26.06912762
351.4039749	26.0548278
351.242795	26.04031144
351.0812242	26.02557674
350.9192574	26.01062185
350.756889	25.99544489
350.5941137	25.98004395
350.4309259	25.9644171
350.2673201	25.94856235
350.1032907	25.93247768
349.938832	25.91616105
349.7739381	25.89961036
349.6086034	25.88282348
349.4428218	25.86579826
349.2765874	25.84853248
349.1098942	25.8310239
348.9427361	25.81327023
348.7751069	25.79526914
348.6070002	25.77701828
348.4384099	25.75851521
348.2693294	25.73975749
348.0997523	25.72074262
347.929672	25.70146803
347.7590818	25.68193115
347.587975	25.66212932
347.4163447	25.64205986
347.244184	25.62172002
347.0714859	25.60110702
346.8982433	25.580218
346.724449	25.55905008
346.5500956	25.5376003
346.3751758	25.51586567
346.1996821	25.49384311
346.0236069	25.47152951
345.8469424	25.44892169
345.6696809	25.42601642
345.4918144	25.4028104
345.3133348	25.37930027
345.1342342	25.35548261
344.9545041	25.33135392
344.7741361	25.30691066
344.5931219	25.2821492
344.4114527	25.25706584
344.2291198	25.23165683
344.0461143	25.20591833
343.8624272	25.17984642
343.6780493	25.15343712
343.4929713	25.12668638
343.3071839	25.09959003
343.1206774	25.07214387
342.9334421	25.04434358
342.7454681	25.01618476
342.5567454	24.98766295
342.3672638	24.95877356
342.177013	24.92951195
341.9859824	24.89987336
341.7941614	24.86985293
341.6015391	24.83944572
341.4081045	24.80864669
341.2138463	24.77745068
341.0187532	24.74585244
340.8228137	24.71384661
340.6260158	24.68142771
340.4283476	24.64859016
340.2297971	24.61532826
340.0303517	24.58163618
339.8299989	24.54750798
339.6287258	24.51293759
339.4265195	24.47791882
339.2233666	24.44244534
339.0192537	24.40651068
338.8141671	24.37010825
338.6080927	24.3332313
338.4010163	24.29587295
338.1929234	24.25802615
337.9837993	24.21968372
337.773629	24.1808383
337.5623971	24.14148239
337.350088	24.1016083
337.136686	24.06120819
336.9221747	24.02027404
336.7065378	23.97879764
336.4897584	23.93677061
336.2718194	23.89418436
336.0527034	23.85103013
335.8323925	23.80729893
335.6108687	23.76298158
335.3881134	23.71806869
335.1641078	23.67255065
334.9388325	23.62641762
334.7122681	23.57965952
334.4843945	23.53226605
334.2551911	23.48422666
334.0246372	23.43553054
333.7927115	23.38616662
333.5593921	23.33612357
333.324657	23.28538978
333.0884835	23.23395337
332.8508484	23.18180213
332.611728	23.12892359
332.3710982	23.07530494
332.1289343	23.02093307
331.8852111	22.96579453
331.6399028	22.90987553
331.3929829	22.85316193
331.1444247	22.79563922
330.8942004	22.73729253
330.6422819	22.67810659
330.3886404	22.61806574
330.1332463	22.5571539
329.8760694	22.49535458
329.6170789	22.43265083
329.356243	22.36902526
329.0935294	22.30446002
328.8289049	22.23893675
328.5623356	22.17243661
328.2937865	22.10494023
328.023222	22.03642771
327.7506057	21.96687861
327.4758999	21.89627188
327.1990663	21.82458591
326.9200654	21.75179846
326.638857	21.67788666
326.3553995	21.60282698
326.0696503	21.5265952
325.781566	21.4491664
325.4911015	21.37051494
325.1982111	21.29061439
324.9028473	21.20943755
324.6049616	21.12695641
324.3045043	21.04314209
324.0014241	20.95796486
323.6956683	20.87139405
323.3871828	20.78339806
323.0759119	20.69394429
322.7617983	20.60299912
322.4447831	20.51052789
322.1248056	20.4164948
321.8018034	20.32086294
321.4757123	20.22359416
321.1464659	20.12464911
320.8139962	20.02398713
320.4782328	19.9215662
320.1391032	19.81734293
319.7965328	19.71127245
319.4504444	19.60330837
319.1007586	19.49340274
318.7473934	19.38150592
318.390264	19.26756658
318.0292831	19.15153158
317.6643601	19.03334592
317.2954019	18.91295264
316.9223119	18.79029273
316.5449904	18.66530506
316.1633342	18.53792627
315.7772365	18.40809068
315.3865868	18.27573017
314.9912707	18.14077407
314.5911697	18.00314908
314.1861611	17.86277909
313.7761174	17.71958508
313.3609068	17.573485
312.9403924	17.42439359
312.514432	17.27222224
312.0828781	17.11687885
311.6455775	16.95826762
311.2023711	16.79628892
310.7530933	16.63083906
310.2975721	16.4618101
309.8356283	16.28908966
309.3670757	16.11256066
308.8917199	15.93210112
308.4093589	15.74758389
307.9197818	15.55887639
307.4227686	15.36584032
306.91809	15.16833139
306.4055064	14.966199
305.8847675	14.75928589
305.3556119	14.54742779
304.8177661	14.3304531
304.2709438	14.10818245
303.7148455	13.88042828
303.1491574	13.64699445
302.5735505	13.40767574
301.9876799	13.16225739
301.3911833	12.91051454
300.7836805	12.65221176
300.1647719	12.3871024
299.5340373	12.11492805
298.8910345	11.83541786
298.2352979	11.54828791
297.5663366	11.25324048
296.8836333	10.94996336
296.1866417	10.63812904
295.4747851	10.31739397
294.7474538	9.987397675
294.0040029	9.647761962
293.2437496	9.298090009
292.4659704	8.937965486
291.6698984	8.566951645
290.8547192	8.184590411
290.019568	7.79040148
289.1635255	7.383881435
288.2856131	6.964502903
287.384789	6.531713779
286.4599422	6.084936536
285.5098877	5.623567659
284.5333598	5.146977255
283.5290059	4.654508887
282.4953788	4.145479696
281.4309289	3.619180901
280.3339957	3.074878771
279.2027983	2.511816197
278.0354249	1.929215003
276.8298222	1.326279189
275.5837829	0.702199314
274.294933	0.05615827734
272.9607178	-0.6126611785
271.5783873	-1.305066884
270.14498	-2.02184513
