Keuwl Accelerometer Data File
2023-07-29 16:03:40

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
142.7816772,0.703490,-1.557728,10.553544,10.691057,9.199537,294.304535
142.8006897,0.643669,-1.554736,9.587442,9.733990,9.954692,292.489807
142.8197021,0.429512,-1.718047,8.663215,8.842367,11.553160,284.036255
142.8387299,0.362513,-1.832304,8.124829,8.336762,12.946804,281.191162
142.8577271,0.283549,-1.883151,8.396415,8.609671,12.778963,278.562805
142.8767548,0.145962,-2.005784,9.333204,9.547418,12.159996,274.162109
142.8957520,0.113061,-2.011168,10.025329,10.225693,11.360908,273.217590
142.9147797,0.150748,-1.773680,10.259826,10.413101,9.842788,274.857971
142.9337769,0.202792,-1.617548,9.979267,10.111546,9.277859,277.145874
142.9528046,0.243470,-1.583450,9.224331,9.362418,9.852712,278.741272
142.9718170,0.276969,-1.546960,8.673982,8.815200,10.269468,280.150757
142.9908295,0.302692,-1.505684,8.688937,8.823624,10.023757,281.366821
143.0098572,0.263211,-1.470988,9.165109,9.286135,9.260452,280.144836
143.0288544,0.315254,-1.489532,9.629316,9.748940,8.984873,281.950104
143.0478821,0.471386,-1.553540,9.925428,10.057326,9.289481,286.879211
143.0668793,0.655633,-1.597209,9.707682,9.860022,10.084770,292.317505
143.0859070,0.820140,-1.668396,9.117850,9.305449,11.524323,296.177521
143.1049194,0.842274,-1.738984,8.729615,8.940899,12.480704,295.843140
143.1239319,0.826122,-1.765903,8.501101,8.721788,12.916482,295.071075
143.1429443,0.838086,-1.789831,8.522038,8.748200,13.056567,295.091278
143.1619568,0.878764,-1.811367,8.879765,9.105136,12.774500,295.879822
143.1809692,0.809372,-1.764109,9.394820,9.593217,11.672764,294.645630
143.1999969,0.659821,-1.695913,9.818948,9.986152,10.499531,291.259277
143.2189941,0.552742,-1.625325,9.969097,10.115834,9.770867,288.782196
143.2380219,0.448654,-1.548754,9.919446,10.049644,9.232801,286.155609
143.2570190,0.361316,-1.509871,9.655040,9.779062,9.134801,283.457947
143.2760468,0.265603,-1.548156,9.342177,9.473310,9.544313,279.734955
143.2950592,0.212363,-1.654637,9.004789,9.158010,10.495520,277.313599
143.3140717,0.186042,-1.773680,8.695518,8.876518,11.590376,275.987885
143.3330994,0.226122,-1.859223,8.681161,8.880900,12.174708,276.934357
143.3520966,0.295514,-1.941177,9.058628,9.268993,12.230192,278.655914
143.3711243,0.351745,-1.989034,9.641280,9.850597,11.832615,280.028625
143.3901215,0.425922,-1.928017,10.239487,10.428123,10.914500,282.457245
143.4091492,0.433699,-1.750948,10.565509,10.718390,9.688765,283.911804
143.4281464,0.467797,-1.569692,10.412368,10.540406,8.939626,286.595032
143.4471741,0.518046,-1.525424,9.950553,10.080119,9.196375,288.757904
143.4661865,0.584447,-1.549353,9.519845,9.662790,9.867529,290.667480
143.4851990,0.583251,-1.631905,9.379267,9.538026,10.468431,289.667114
143.5042114,0.559920,-1.733600,9.497113,9.670265,10.858808,287.899475
143.5232239,0.419940,-1.839482,9.701699,9.883471,11.005624,282.859833
143.5422363,0.314656,-1.901098,9.818948,10.006244,11.103139,279.397980
143.5612640,0.273978,-1.941776,9.913465,10.105559,11.189367,278.031219
143.5802765,0.312862,-2.009971,10.001400,10.206168,11.496512,278.847351
143.5992889,0.299103,-1.967498,10.060024,10.254979,11.189948,278.644043
143.6183014,0.334397,-1.749752,10.047462,10.204164,10.054084,280.819397
143.6373138,0.366102,-1.587040,9.935597,10.068209,9.309579,282.989899
143.6563263,0.413360,-1.539183,9.752547,9.881909,9.281014,285.032532
143.6753387,0.524626,-1.561915,9.717851,9.856543,9.623020,288.566498
143.6943665,0.653839,-1.582254,9.904491,10.051367,9.806863,292.451996
143.7133636,0.735793,-1.592423,10.170094,10.320272,9.786410,294.799713
143.7323914,0.747159,-1.586441,10.261022,10.409784,9.698013,295.218811
143.7513885,0.757927,-1.593022,10.021141,10.175237,9.984124,295.444122
143.7704163,0.669990,-1.740180,9.626326,9.805266,10.962894,291.057312
143.7894135,0.545564,-1.893919,9.335598,9.541381,11.921206,286.069611
143.8084412,0.452243,-1.953740,9.452248,9.662640,11.978309,283.033051
143.8274536,0.401994,-1.969293,9.963116,10.163827,11.405445,281.537354
143.8464661,0.351147,-1.901696,10.417751,10.595720,10.516085,280.461792
143.8654938,0.320638,-1.798804,10.508678,10.666341,9.863483,280.106873
143.8844910,0.385843,-1.719841,10.174282,10.325829,9.828353,282.644806
143.9035187,0.452842,-1.679163,9.605987,9.762154,10.262186,285.092651
143.9225311,0.519841,-1.716252,9.215957,9.388803,11.011096,286.851196
143.9415436,0.613161,-1.740180,9.288938,9.470404,11.234331,289.410156
143.9605560,0.607179,-1.744966,9.862019,10.033592,10.610979,289.185852
143.9795685,0.585045,-1.694717,10.322637,10.477174,9.852971,289.045563
143.9985809,0.603590,-1.604388,10.295119,10.436851,9.453197,290.616882
144.0175934,0.686740,-1.514657,9.994222,10.131647,9.447643,294.389374
144.0366058,0.785444,-1.531407,9.490533,9.645328,10.278735,297.152863
144.0556335,0.837488,-1.549951,9.084352,9.253604,10.975224,298.383759
144.0746307,0.797408,-1.600798,8.999406,9.175386,11.239694,296.479340
144.0936584,0.659821,-1.660619,9.233304,9.404622,10.952924,291.669617
144.1126556,0.600598,-1.695315,9.521640,9.690018,10.696672,289.507690
144.1316833,0.597607,-1.708475,9.757333,9.923788,10.508879,289.279327
144.1507111,0.606581,-1.745564,9.865608,10.037189,10.609272,289.162262
144.1697083,0.622134,-1.755734,9.892527,10.066366,10.663577,289.511475
144.1887360,0.610170,-1.722234,9.831510,9.999849,10.527979,289.508698
144.2077332,0.556929,-1.701895,9.680762,9.844987,10.479835,288.120209
144.2267609,0.505484,-1.703690,9.465408,9.630786,10.633304,286.525604
144.2457581,0.446860,-1.717448,9.186645,9.356482,10.933440,284.584320
144.2647858,0.376870,-1.766501,9.068199,9.246340,11.265071,282.043060
144.2837982,0.342174,-1.809572,9.203992,9.386432,11.314960,280.707672
144.3028107,0.303290,-1.811367,9.513863,9.689510,10.926127,279.505280
144.3218231,0.237488,-1.741377,9.883554,10.038596,10.082936,277.766052
144.3408356,0.192622,-1.602593,10.098908,10.227090,9.080908,276.853729
144.3598480,0.205783,-1.472782,10.007980,10.117861,8.451755,277.954102
144.3788605,0.256032,-1.483550,9.780065,9.895258,8.751045,279.791687
144.3978729,0.372084,-1.500300,9.468399,9.593744,9.271969,283.928680
144.4169006,0.504886,-1.564308,9.362516,9.505718,9.957872,287.887665
144.4359131,0.622732,-1.622334,9.486943,9.644784,10.379947,290.999268
144.4549255,0.616750,-1.621736,9.624531,9.779673,10.219176,290.821930
144.4739380,0.690329,-1.607977,9.684950,9.841768,10.241847,293.234589
144.4929504,0.787239,-1.631307,9.622138,9.791142,10.660937,295.761108
144.5119781,0.895514,-1.645066,9.467203,9.650706,11.191039,298.562256
144.5309753,0.926022,-1.685145,9.497711,9.690395,11.444908,298.789703
144.5500031,0.981655,-1.683351,9.639486,9.834480,11.428598,300.248840
144.5690002,0.986441,-1.683949,9.778868,9.971710,11.286431,300.361359
144.5880280,0.924826,-1.713261,9.884152,10.074078,11.143234,298.360382
144.6070251,0.869193,-1.754537,10.011570,10.201247,11.066085,296.353699
144.6260529,0.738784,-1.798206,10.168300,10.352471,10.823638,292.335052
144.6450653,0.658026,-1.807778,10.213165,10.392776,10.667581,290.001373
144.6640778,0.662214,-1.740778,10.057631,10.228626,10.491244,290.827423
144.6830902,0.659821,-1.710270,9.765109,9.935680,10.632009,291.096588
144.7021027,0.611366,-1.715056,9.558728,9.730595,10.784614,289.619629
144.7211304,0.562912,-1.789233,9.527621,9.710499,11.137331,287.464111
144.7401276,0.501296,-1.867000,9.867402,10.054979,11.084468,285.029633
144.7591553,0.447458,-1.925624,10.284351,10.472637,10.881064,283.081696
144.7781677,0.466600,-1.854438,10.652248,10.822525,10.177051,284.123199
144.7971802,0.585643,-1.669592,10.943574,11.085681,9.183952,289.329346
144.8161926,0.693919,-1.454238,10.758729,10.878721,8.517767,295.509064
144.8352051,0.711267,-1.435694,10.245468,10.369992,8.888140,296.354584
144.8542175,0.691526,-1.453640,9.839885,9.970688,9.290940,295.441376
144.8732452,0.723231,-1.576870,9.687343,9.841453,10.152939,294.638519
144.8922424,0.757927,-1.758126,9.863813,10.047899,10.984387,293.320831
144.9112701,0.774078,-1.794617,10.260424,10.444910,10.784723,293.332153
144.9302673,0.758525,-1.797608,10.552348,10.731207,10.475478,292.877960
144.9492950,0.635294,-1.843670,10.622338,10.799851,10.402573,289.013000
144.9682922,0.619741,-1.932204,10.156336,10.357059,11.298517,287.783295
144.9873199,0.542573,-2.002793,9.664013,9.884266,12.118145,285.158051
145.0063477,0.360718,-2.096711,9.842278,10.069595,12.197439,279.761597
145.0253448,0.247657,-2.094916,10.434502,10.645601,11.429218,276.742096
145.0443726,0.352941,-1.857429,10.993225,11.154623,9.758524,280.758850
145.0633698,0.473181,-1.628914,11.292927,11.419608,8.542218,286.197968
145.0823975,0.487538,-1.585245,10.806585,10.933114,8.725284,287.095123
145.1013947,0.443270,-1.777269,9.669994,9.841949,10.726035,284.004486
145.1204224,0.358325,-1.902294,8.769096,8.980209,12.448188,280.667511
145.1394348,0.278166,-1.865205,8.458628,8.666300,12.568420,278.482239
145.1584473,0.046062,-1.852045,8.894720,9.085606,11.765509,271.424713
145.1774597,-0.020339,-1.895115,9.704092,9.887430,11.050844,269.385101
145.1964722,0.141775,-1.937588,10.294521,10.476236,10.687100,274.184906
145.2154846,0.325424,-1.813161,10.276575,10.440376,10.162660,280.175049
145.2345123,0.490529,-1.686342,9.793225,9.949453,10.166879,286.218842
145.2535095,0.563510,-1.740778,9.372088,9.549026,11.046925,287.937347
145.2725372,0.607777,-1.800599,9.217752,9.411614,11.649346,288.651672
145.2915344,0.676571,-1.785046,9.394221,9.586216,11.486450,290.757782
145.3105621,0.726820,-1.733002,9.750752,9.930193,10.908763,292.753143
145.3295746,0.815354,-1.679762,9.761520,9.938495,10.828765,295.891876
145.3485870,0.873978,-1.697109,9.509675,9.699378,11.350449,297.247589
145.3676147,0.795614,-1.797010,9.364311,9.568311,11.852484,293.881042
145.3866119,0.681356,-1.908276,9.295518,9.513802,12.297173,289.649261
145.4056396,0.461217,-1.948356,9.336794,9.549059,12.103316,283.317963
145.4246368,0.279960,-1.903490,9.506684,9.699417,11.441018,278.366913
145.4436646,0.153739,-1.989632,9.650852,9.855010,11.682735,274.418457
145.4626617,-0.025125,-2.056033,9.873384,10.085218,11.764018,269.299896
145.4816895,-0.152542,-2.088336,10.057034,10.272698,11.761103,265.822266
145.5007019,-0.189033,-2.067399,10.230514,10.439027,11.470971,264.775665
145.5197144,-0.052642,-1.837090,10.216755,10.380739,10.197595,268.358643
145.5387268,0.010768,-1.726422,10.314262,10.457756,9.502391,270.357361
145.5577393,0.060419,-1.849652,10.302896,10.467786,10.183060,271.870911
145.5767517,0.038883,-1.976472,10.129416,10.320515,11.043020,271.127045
145.5957794,0.059222,-2.009373,9.816555,10.020271,11.573093,271.688202
145.6147919,0.070588,-2.009373,9.610772,9.818834,11.816098,272.011932
145.6338043,0.096909,-2.009373,9.631709,9.839552,11.797355,272.761169
145.6528168,0.092124,-2.060818,9.769297,9.984719,11.923372,272.559570
145.6718292,0.055633,-2.050649,10.027123,10.234817,11.562346,271.554016
145.6908417,0.101097,-1.985445,10.201799,10.393697,11.026999,272.914917
145.7098541,0.170489,-1.895714,10.256834,10.431943,10.512810,275.139008
145.7288818,0.230907,-1.838884,10.194621,10.361713,10.303510,277.157135
145.7478790,0.200997,-1.792224,10.191629,10.349965,10.034895,276.398956
145.7669067,0.157926,-1.784447,10.087543,10.245375,10.070034,275.057587
145.7859039,0.186042,-1.810768,9.814162,9.981546,10.507624,275.866089
145.8049316,0.201595,-1.865803,9.588638,9.770560,11.073805,276.166748
145.8239441,0.244068,-1.867598,9.361918,9.549503,11.375218,277.445526
145.8429565,0.294915,-1.892125,9.281160,9.476658,11.658154,278.859100
145.8619690,0.323629,-1.878366,9.282357,9.476030,11.603830,279.775696
145.8809814,0.329013,-1.868196,9.354740,9.545133,11.462949,279.988098
145.9000092,0.267996,-1.844268,9.660423,9.838543,10.919063,278.267944
145.9190063,0.189631,-1.692922,9.744172,9.891958,9.916432,276.391296
145.9380341,0.167498,-1.648655,9.741181,9.881130,9.654573,275.801147
145.9570465,0.093320,-1.628914,9.838090,9.972466,9.416447,273.278870
145.9760590,0.021535,-1.627718,9.961321,10.093455,9.281120,270.757996
145.9950714,0.041874,-1.752743,10.005588,10.158033,9.938836,271.368591
146.0140839,-0.013759,-1.706083,9.991231,10.135858,9.690571,269.537933
146.0330963,-0.023928,-1.639682,9.734601,9.871757,9.562052,269.163940
146.0521240,-0.045464,-1.768296,9.620343,9.781612,10.418543,268.527222
146.0711212,0.007178,-2.008775,9.730413,9.935601,11.664507,270.204742
146.0901489,-0.023928,-2.041676,9.801002,10.011426,11.767970,269.328522
146.1091461,0.072981,-2.138585,10.082158,10.306735,11.982602,271.954498
146.1281738,0.131007,-2.023132,10.289736,10.487558,11.146114,273.704987
146.1471710,0.184846,-1.865205,10.327422,10.496133,10.286733,275.659637
146.1661987,0.255434,-1.769492,10.004990,10.163472,10.131490,278.214142
146.1852264,0.208774,-1.619941,9.765109,9.900765,9.495563,277.343658
146.2042236,0.136391,-1.676770,10.007980,10.148391,9.542027,274.650269
146.2232513,0.043669,-1.722832,10.415956,10.557567,9.394839,271.451965
146.2422485,0.089731,-1.653440,10.767702,10.894279,8.742534,273.106354
146.2612762,0.186640,-1.531407,10.639686,10.750952,8.250311,276.948669
146.2802734,0.338584,-1.532603,10.067204,10.188822,8.861510,282.457764
146.2993011,0.315853,-1.598405,9.492328,9.631145,9.739627,281.177917
146.3183136,0.266202,-1.728814,9.205189,9.369907,10.759197,278.753601
146.3373260,0.232104,-1.823929,9.490533,9.666996,10.964314,277.252197
146.3563385,0.183649,-1.891526,10.271192,10.445524,10.482575,275.545502
146.3753510,0.337986,-1.907080,11.109278,11.276846,9.889605,280.050018
146.3943634,0.454038,-1.831107,11.358729,11.514333,9.430130,283.926086
146.4133911,0.560519,-1.659423,10.728220,10.870260,9.272519,288.663910
146.4323883,0.577867,-1.590629,9.812965,9.957827,9.784964,289.965790
146.4514160,0.439681,-1.648057,9.241679,9.397768,10.457167,284.937897
146.4704285,0.292523,-1.627119,9.285947,9.431961,10.094769,280.191742
146.4894409,0.160917,-1.644467,9.873982,10.011278,9.499908,275.588806
146.5084534,0.143569,-1.709672,10.524232,10.663163,9.259072,274.800140
146.5274658,0.180060,-1.747957,10.826924,10.968595,9.218700,275.881378
146.5464935,0.202792,-1.770091,10.622936,10.771310,9.520970,276.535645
146.5654907,0.261416,-1.723431,10.073185,10.222897,9.817704,278.625061
146.5845184,0.285344,-1.619941,9.676575,9.815382,9.647240,279.989868
146.6035156,0.268594,-1.589432,9.771091,9.903165,9.367896,279.591644
146.6225433,0.285344,-1.550549,10.216755,10.337684,8.772344,280.427338
146.6415405,0.351745,-1.555933,10.610373,10.729617,8.550009,282.738556
146.6605682,0.453440,-1.565504,10.657034,10.780946,8.695268,286.153381
146.6795807,0.672383,-1.573879,10.226924,10.369144,9.500467,293.132843
146.6985931,0.798006,-1.642673,9.579067,9.751601,10.793918,295.910370
146.7176056,0.674776,-1.764707,9.266206,9.456854,11.524255,290.925507
146.7366180,0.485743,-1.828117,9.342776,9.532336,11.445477,284.880066
146.7556305,0.394218,-1.822134,9.695718,9.873323,10.883977,282.207764
146.7746582,0.373879,-1.794019,10.030114,10.196150,10.354080,281.772095
146.7936707,0.385843,-1.732404,10.055239,10.210677,10.010190,282.556030
146.8126831,0.347557,-1.744966,9.807582,9.967666,10.282467,281.264587
146.8316956,0.277567,-1.795215,9.379267,9.553558,10.961135,278.789185
146.8507080,0.185444,-1.853241,8.857033,9.050741,11.875374,275.714264
146.8697205,-0.000598,-1.838286,8.646464,8.839720,12.002687,269.981354
146.8887329,-0.190229,-1.837688,8.837891,9.028931,11.807289,264.090027
146.9077606,-0.297906,-1.871786,9.337392,9.527813,11.474250,260.956879
146.9267578,-0.332602,-1.896312,9.940384,10.125111,10.961368,260.051849
146.9457855,-0.264407,-1.852045,10.368100,10.535534,10.228393,261.875092
146.9647827,-0.068794,-1.668994,10.472188,10.604574,9.062865,267.639679
146.9838104,0.113061,-1.600200,10.058828,10.185944,9.061261,274.041473
147.0028076,0.292523,-1.576870,9.420543,9.556083,9.661535,280.509369
147.0218353,0.331406,-1.533201,9.018549,9.153948,9.866832,282.196991
147.0408478,0.348156,-1.578067,9.080762,9.223434,10.090736,282.441376
147.0598602,0.441476,-1.658824,9.538987,9.692207,10.201356,284.903107
147.0788879,0.528216,-1.713261,10.032507,10.191442,10.131994,287.135071
147.0978851,0.600000,-1.719841,10.242477,10.403182,10.083912,289.232330
147.1169128,0.593420,-1.778465,9.863214,10.039824,10.762691,288.452301
147.1359253,0.458824,-1.877169,9.098708,9.301655,11.990610,283.735107
147.1549377,0.325424,-1.907678,8.634501,8.848713,12.632808,279.680695
147.1739502,0.092124,-1.845464,8.532207,8.729994,12.219467,272.857788
147.1929626,-0.140578,-1.865803,8.983852,9.176633,11.764973,265.691223
147.2119751,-0.239282,-1.950749,10.034302,10.224964,11.081963,263.006927
147.2309875,-0.198006,-1.880160,11.132010,11.291406,9.638616,263.988159
147.2500000,-0.019741,-1.680958,11.580664,11.702042,8.259493,269.327148
147.2690277,0.178265,-1.457827,11.254043,11.349472,7.435243,276.971588
147.2880249,0.263211,-1.387239,10.468000,10.562800,7.682066,280.743408
147.3070526,0.340977,-1.455434,9.683753,9.798450,8.775276,283.185364
147.3260498,0.399601,-1.546362,9.439087,9.573258,9.603880,284.489075
147.3450775,0.440279,-1.718645,9.738190,9.898480,10.325120,284.368927
147.3641052,0.412164,-1.910071,10.200603,10.386075,10.844259,282.176849
147.3831024,0.357727,-2.003989,10.645668,10.838552,10.825438,280.121124
147.4021301,0.438485,-2.003989,10.798809,10.991930,10.756068,282.342163
147.4211273,0.531207,-1.909472,10.366306,10.554078,10.824019,285.546326
147.4401550,0.489332,-1.751546,9.649057,9.818944,10.673649,285.608856
147.4591522,0.367298,-1.793421,9.105289,9.287494,11.367927,281.574310
147.4781799,0.253639,-1.846063,8.722437,8.919259,12.059015,277.823151
147.4971924,0.102293,-1.734796,8.824730,8.994211,11.140407,273.374573
147.5162048,-0.038883,-1.712065,9.411570,9.566103,10.312594,268.698944
147.5352173,-0.120838,-1.770689,10.069596,10.224809,9.995955,266.096008
147.5542297,-0.113659,-1.729413,10.264012,10.409310,9.584352,266.239868
147.5732422,-0.017348,-1.670788,9.979865,10.118772,9.504583,269.405121
147.5922546,0.091525,-1.664208,9.433105,9.579220,10.020106,273.147888
147.6112671,-0.041276,-1.666601,8.904889,9.059598,10.603781,268.581268
147.6302948,-0.183051,-1.666601,8.626125,8.787554,10.999200,263.732056
147.6493073,-0.196211,-1.643271,8.721240,8.876873,10.744717,263.190948
147.6683197,-0.107677,-1.679163,9.221340,9.373595,10.340942,266.330902
147.6873322,0.056830,-1.758725,9.722038,9.879998,10.259195,271.850739
147.7063446,0.196810,-1.769492,9.923036,10.081491,10.171849,276.346558
147.7253723,0.296710,-1.717448,9.800404,9.954174,10.083989,279.801788
147.7443695,0.315254,-1.645066,9.419347,9.567117,10.083248,280.848419
147.7633972,0.205185,-1.665405,8.943773,9.099822,10.626101,277.023682
147.7823944,0.138186,-1.716850,8.672786,8.842165,11.232700,274.601685
147.8014221,0.071785,-1.774876,8.702098,8.881545,11.537068,272.316071
147.8204193,-0.020339,-1.823331,8.995817,9.178762,11.458566,269.360901
147.8394470,-0.120239,-1.805385,9.352945,9.526356,10.948951,266.189697
147.8584595,-0.119641,-1.831107,9.613165,9.786736,10.806912,266.261719
147.8774719,-0.077767,-1.803590,9.696914,9.863524,10.545963,267.531067
147.8964844,-0.047856,-1.802394,9.565309,9.733758,10.674810,268.479065
147.9154968,-0.090329,-1.844268,9.464211,9.642654,11.039793,267.195984
147.9345093,-0.205783,-1.782653,9.410972,9.580532,10.795613,263.415131
147.9535217,-0.296112,-1.692922,9.399008,9.554842,10.362134,260.078674
147.9725494,-0.266800,-1.664208,9.516255,9.664362,10.043711,260.892059
147.9915619,-0.232104,-1.681556,9.637691,9.786040,9.989106,262.141174
148.0105743,-0.150150,-1.730011,9.708878,9.862950,10.140611,265.039673
148.0295868,-0.045464,-1.754537,9.781859,9.938070,10.172159,268.515686
148.0485992,0.031107,-1.768296,9.770494,9.929269,10.260077,271.007813
148.0676117,0.089731,-1.765305,9.622736,9.783731,10.408529,272.909851
148.0866394,0.121436,-1.640878,9.461819,9.603814,9.864819,274.232544
148.1056366,0.129212,-1.556531,9.448060,9.576289,9.386823,274.745422
148.1246643,0.189033,-1.519442,9.522238,9.644555,9.134822,277.091705
148.1436615,0.171685,-1.578067,9.664611,9.794104,9.327337,276.209045
148.1626892,0.138186,-1.624727,9.833903,9.968174,9.414756,274.861389
148.1816864,0.173480,-1.659423,9.841082,9.981516,9.622469,275.968140
148.2007141,0.201595,-1.727020,9.597013,9.753251,10.269219,276.658020
148.2197266,0.189631,-1.766501,9.330214,9.497862,10.781146,276.127136
148.2387390,0.116650,-1.770091,9.156734,9.326983,10.964080,273.770386
148.2577667,-0.020937,-1.788635,9.062816,9.237656,11.165143,269.329346
148.2767639,-0.149551,-1.788037,9.165109,9.339093,11.076880,265.218903
148.2957916,-0.260219,-1.742573,9.407382,9.570951,10.607955,261.506744
148.3147888,-0.279362,-1.640878,9.535398,9.679584,9.901707,260.337952
148.3338165,-0.180060,-1.551147,9.539586,9.666550,9.296460,263.378632
148.3528290,-0.093918,-1.501496,9.462418,9.581266,9.033854,266.420837
148.3718414,-0.041874,-1.495514,9.272188,9.392114,9.165896,268.396149
148.3908539,0.023330,-1.552942,9.097511,9.229132,9.688055,270.860687
148.4098663,0.058624,-1.575674,9.052048,9.188349,9.881131,272.130737
148.4288788,0.107677,-1.637887,9.185448,9.330955,10.131703,273.761292
148.4479065,0.169890,-1.705484,9.427721,9.582248,10.303643,275.688690
148.4669037,0.288933,-1.738984,9.670592,9.829949,10.330854,279.433563
148.4859314,0.390628,-1.705484,9.727423,9.883522,10.196611,282.900635
148.5049286,0.454038,-1.685145,9.593424,9.750879,10.310514,285.079437
148.5239563,0.481556,-1.625325,9.311669,9.464711,10.317534,286.503632
148.5429688,0.411565,-1.679762,8.988040,9.152914,10.891516,283.767059
148.5619812,0.292523,-1.697708,8.779864,8.947279,11.101152,279.776337
148.5810089,0.159123,-1.665405,8.840881,8.997782,10.715570,275.457825
148.6000061,0.068794,-1.674976,9.162716,9.314808,10.368037,272.351898
148.6190338,0.031705,-1.663012,9.476774,9.621635,9.954870,271.092194
148.6380310,0.013759,-1.633700,9.582657,9.720930,9.675404,270.482513
148.6570587,-0.004187,-1.593022,9.449257,9.582598,9.569346,269.849396
148.6760559,-0.004786,-1.574477,9.279964,9.412584,9.629393,269.825836
148.6950836,-0.005982,-1.566701,9.197412,9.329898,9.667150,269.781219
148.7140961,0.012562,-1.607379,9.251849,9.390450,9.856263,270.447784
148.7331085,0.017946,-1.683949,9.352347,9.502758,10.207679,270.610596
148.7521210,0.032901,-1.727020,9.474381,9.630554,10.332454,271.091400
148.7711334,0.109472,-1.726422,9.553943,9.709291,10.263106,273.628235
148.7901459,0.215354,-1.682154,9.582657,9.731564,10.035954,277.295471
148.8091736,0.309272,-1.604986,9.527621,9.666809,9.734619,280.906921
148.8281708,0.406182,-1.540978,9.427721,9.561460,9.594295,284.766541
148.8471985,0.498305,-1.539781,9.263813,9.404119,9.909668,287.932648
148.8662109,0.510868,-1.557728,9.120243,9.266409,10.190069,288.157257
148.8852234,0.524626,-1.578067,9.065208,9.216481,10.395156,288.389313
148.9042358,0.565304,-1.575076,9.209376,9.360184,10.298926,289.743378
148.9232483,0.607777,-1.548754,9.448658,9.594018,9.986409,291.426514
148.9422760,0.641276,-1.582852,9.747761,9.896236,9.937450,292.054840
148.9612732,0.649651,-1.581058,9.949356,10.095121,9.748384,292.337585
148.9803009,0.566501,-1.570888,9.789038,9.930451,9.680888,289.830536
148.9992981,0.480957,-1.619343,9.537791,9.686230,10.043613,286.541840
149.0183258,0.398405,-1.615155,9.403793,9.549806,10.032053,283.856354
149.0373230,0.401994,-1.675574,9.327223,9.485053,10.466871,283.491089
149.0563507,0.422333,-1.749752,9.416953,9.587440,10.821274,283.569794
149.0753632,0.391825,-1.804188,9.696914,9.871107,10.779813,282.252930
149.0943756,0.355932,-1.872982,9.930214,10.111572,10.867959,280.759918
149.1133881,0.375673,-1.868794,9.949356,10.130311,10.845766,281.366364
149.1324005,0.367298,-1.908874,10.039087,10.225555,10.958692,280.891510
149.1514282,0.317049,-1.930410,10.135997,10.323053,10.923911,279.326935
149.1704407,0.287737,-1.868196,10.133604,10.308389,10.565966,278.755798
149.1894531,0.246461,-1.795215,10.211370,10.370903,10.062649,277.817139
149.2084656,0.249452,-1.722832,10.150353,10.298547,9.731649,278.238708
149.2274780,0.276969,-1.569093,9.806385,9.934986,9.228820,280.010468
149.2464905,0.322433,-1.485345,9.501301,9.622107,9.088694,282.247528
149.2655029,0.391227,-1.530210,9.293723,9.426977,9.645060,284.341522
149.2845154,0.485145,-1.671387,9.116056,9.280700,10.808442,286.186157
149.3035431,0.592224,-1.736591,9.111270,9.294177,11.385758,288.830750
149.3225403,0.639482,-1.847857,9.440284,9.640668,11.702284,289.089020
149.3415680,0.697508,-1.878964,9.790833,9.993870,11.569024,290.365906
149.3605652,0.753739,-1.853241,9.914063,10.113914,11.409071,292.132263
149.3795929,0.801596,-1.756332,9.726824,9.916570,11.226335,294.532104
149.3985901,0.812962,-1.648057,9.234501,9.415572,11.254786,296.256439
149.4176178,0.781855,-1.640280,8.724232,8.911455,11.765408,295.485229
149.4366455,0.702892,-1.645664,8.349754,8.539360,12.096440,293.128174
149.4556427,0.699302,-1.627718,8.312666,8.499348,12.030786,293.249390
149.4746704,0.650250,-1.665405,8.692527,8.874481,11.622305,291.327942
149.4936676,0.637089,-1.691127,9.345169,9.518297,10.944653,290.642609
149.5126953,0.753739,-1.586441,9.818350,9.974213,10.142298,295.412994
149.5317078,0.830908,-1.513460,9.955936,10.104535,9.838311,298.767303
149.5507202,0.841077,-1.419542,9.594023,9.734875,9.758403,300.646698
149.5697327,0.789631,-1.457229,9.087342,9.237252,10.336432,298.452026
149.5887451,0.690928,-1.635494,8.680562,8.860270,11.559364,292.902008
149.6077576,0.640080,-1.811367,8.529217,8.742899,12.693533,289.461792
149.6267700,0.664607,-1.907678,8.779864,9.009271,12.957500,289.207581
149.6457825,0.657428,-1.978266,9.306286,9.536913,12.626060,288.382965
149.6648102,0.689731,-1.941776,9.554541,9.774224,12.170611,289.555359
149.6838074,0.595215,-1.823331,9.424132,9.617332,11.503860,288.078949
149.7028351,0.567697,-1.697109,9.114860,9.288871,11.107731,288.495514
149.7218323,0.473779,-1.713261,8.739784,8.918719,11.496427,285.458069
149.7408600,0.413360,-1.709074,8.620742,8.798238,11.528339,283.596558
149.7598877,0.309272,-1.673779,8.993423,9.153079,10.717150,280.468750
149.7788849,0.232104,-1.607977,9.634102,9.770127,9.571997,278.213654
149.7979126,0.219541,-1.521237,10.033704,10.150743,8.709059,278.212097
149.8169098,0.334995,-1.463211,9.996614,10.108685,8.539620,282.895355
149.8359375,0.480957,-1.540978,9.593424,9.728294,9.551704,287.333771
149.8549347,0.618545,-1.640280,9.116056,9.283081,10.885170,290.661316
149.8739624,0.724427,-1.791028,8.868399,9.076402,12.289907,292.022125
