Keuwl Accelerometer Data File
2023-07-29 16:03:40

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
109.3354568,0.905085,-1.950150,10.342378,10.563477,11.743246,294.896515
109.3544693,0.899701,-1.977070,10.316655,10.542848,11.889870,294.468781
109.3734894,0.879961,-2.029712,10.243075,10.479249,12.187301,293.438629
109.3925018,0.895514,-2.113461,10.197014,10.452165,12.685868,292.963318
109.4115143,0.898505,-2.139184,10.165309,10.426741,12.857422,292.783508
109.4305267,0.914058,-2.152942,10.171290,10.436753,12.950355,293.004242
109.4495392,0.916451,-2.126621,10.175478,10.435648,12.820737,293.313263
109.4685516,0.944567,-2.119443,10.161719,10.423281,12.862777,294.020966
109.4875641,0.945763,-2.073381,10.141979,10.394860,12.664001,294.519897
109.5065918,0.917049,-2.032105,10.163514,10.405165,12.372325,294.288727
109.5256042,0.921835,-1.979463,10.230514,10.460949,12.048337,294.971375
109.5446167,0.917049,-1.942972,10.274780,10.497010,11.810694,295.266510
109.5636292,0.918844,-1.923829,10.255039,10.474313,11.744336,295.529694
109.5826416,0.908076,-1.939981,10.231112,10.452931,11.824684,295.083588
109.6016541,0.942772,-1.989632,10.211968,10.446615,12.166722,295.353577
109.6206741,0.963111,-2.057827,10.242477,10.491452,12.507209,295.080688
109.6396866,0.954138,-2.096711,10.276575,10.531599,12.634587,294.468597
109.6586990,0.912862,-2.118246,10.255638,10.511822,12.675367,293.313721
109.6777191,0.918844,-2.137987,10.171290,10.434098,12.886808,293.256622
109.6967316,0.941576,-2.143371,10.133006,10.399924,13.009030,293.715729
109.7157440,0.934397,-2.159523,10.147961,10.417185,13.054466,293.397491
109.7347641,0.943969,-2.132005,10.152148,10.416460,12.934756,293.881897
109.7537766,0.905085,-2.065006,10.188041,10.434539,12.478618,293.667664
109.7727890,0.914058,-2.053042,10.219746,10.463923,12.401968,293.999664
109.7918015,0.878166,-2.042872,10.217353,10.456520,12.277965,293.261322
109.8108139,0.850050,-2.011766,10.195219,10.426518,12.090981,292.905975
109.8298340,0.866202,-1.995614,10.185648,10.415383,12.056334,293.463379
109.8488541,0.882353,-1.959722,10.164711,10.389438,11.938636,294.239380
109.8678665,0.893121,-1.947758,10.135997,10.360012,11.936639,294.633270
109.8868790,0.924826,-2.004587,10.117453,10.355507,12.309080,294.766479
109.9058914,0.986441,-2.076970,10.074382,10.333443,12.856639,295.405029
109.9249039,1.010369,-2.089532,10.051650,10.316136,13.002080,295.805542
109.9439163,0.994218,-2.081157,10.036695,10.298297,12.941940,295.534912
109.9629364,0.973281,-2.037488,10.016356,10.267717,12.704003,295.533173
109.9819489,0.976272,-2.015355,10.049257,10.295744,12.562487,295.846313
110.0009689,0.999602,-1.996811,10.128220,10.371466,12.433493,296.592499
110.0199814,1.024128,-2.027917,10.220344,10.469800,12.532336,296.794434
110.0389938,1.043869,-2.015355,10.290932,10.538244,12.437394,297.382263
110.0580063,1.007977,-1.969891,10.274182,10.509772,12.154418,297.098450
110.0770264,0.940978,-1.930410,10.262816,10.485100,11.818850,295.986908
110.0960388,0.943969,-1.983052,10.182656,10.416816,12.171470,295.455292
110.1150513,0.940379,-2.017748,10.137792,10.379328,12.384831,294.988068
110.1340637,0.906880,-2.051247,10.129416,10.374735,12.484575,293.850769
110.1530762,0.914058,-2.070390,10.141979,10.391427,12.579480,293.821014
110.1720963,0.906880,-2.066801,10.213763,10.460165,12.460825,293.691101
110.1911163,0.889532,-2.056033,10.338190,10.578124,12.226533,293.395477
110.2101288,0.926022,-2.053042,10.383654,10.625100,12.237912,294.277710
110.2291412,0.905085,-2.028515,10.338190,10.574130,12.126260,294.045532
110.2481537,0.913460,-2.008775,10.271192,10.505568,12.125366,294.452942
110.2671661,0.915853,-2.009373,10.210773,10.446829,12.203225,294.503052
110.2861786,0.927219,-1.995016,10.219148,10.453267,12.149096,294.927490
110.3051987,0.967897,-1.995016,10.301102,10.537059,12.148090,295.880676
110.3242111,1.007378,-2.026123,10.405190,10.648378,12.268679,296.436340
110.3432312,1.025923,-2.042274,10.444073,10.691214,12.343459,296.672363
110.3622437,1.033101,-2.040479,10.412368,10.660594,12.388445,296.853241
110.3812561,1.025923,-2.030310,10.372886,10.619390,12.369248,296.807617
110.4002686,1.013959,-2.067399,10.334601,10.588023,12.560948,296.125702
110.4192886,1.018744,-2.133800,10.337592,10.604563,12.883638,295.521301
110.4383011,1.033699,-2.187040,10.311271,10.591222,13.202834,295.297638
110.4573135,0.993620,-2.105684,10.239487,10.500870,12.810575,295.261444
110.4763260,0.964906,-2.026721,10.201799,10.445829,12.409011,295.458740
110.4953384,0.908076,-2.000400,10.319646,10.550891,12.017818,294.415558
110.5143585,0.898505,-2.060818,10.392029,10.632429,12.207053,293.556915
110.5333786,0.908674,-2.151148,10.456037,10.713628,12.589512,292.899872
110.5523911,0.963709,-2.150549,10.434502,10.697309,12.726579,294.138214
110.5714035,0.996012,-2.068595,10.374083,10.625098,12.479012,295.710449
110.5904160,0.982254,-2.020739,10.379466,10.619864,12.214238,295.923767
110.6094284,0.942174,-1.975275,10.331610,10.560850,11.959765,295.500366
110.6284409,0.895514,-2.009373,10.281959,10.514666,12.076722,294.021027
110.6474533,0.872782,-2.083550,10.207183,10.454163,12.479076,292.728424
110.6664734,0.915853,-2.115853,10.152746,10.411238,12.794177,293.405518
110.6854935,0.937388,-2.146362,10.140782,10.407739,13.005055,293.592499
110.7045059,0.932603,-2.114059,10.201799,10.460196,12.761736,293.804352
110.7235184,1.000798,-2.042274,10.168898,10.420123,12.606938,296.106750
110.7425308,0.966700,-2.133201,10.234102,10.498662,12.889871,294.378540
110.7615433,0.973879,-2.067399,10.280165,10.531115,12.533154,295.223480
110.7805634,0.952343,-2.048256,10.212567,10.459390,12.471947,294.936218
110.7995758,0.968495,-2.042274,10.226326,10.473138,12.463468,295.371429
110.8185883,0.962513,-2.030908,10.248460,10.491995,12.368961,295.357788
110.8376007,0.969093,-2.081157,10.224531,10.479094,12.654822,294.969086
110.8566208,0.990030,-2.137389,10.183853,10.452724,13.023587,294.853394
110.8756332,0.994218,-2.145165,10.147363,10.419173,13.116040,294.866272
110.8946533,0.952942,-2.158326,10.122238,10.393564,13.120509,293.822357
110.9136658,0.900300,-2.155335,10.134800,10.400490,12.978578,292.670654
110.9326782,0.844666,-2.163112,10.141979,10.404434,12.896528,291.329987
110.9516907,0.921835,-2.222932,10.101301,10.384002,13.400118,292.523438
110.9707031,0.903291,-2.132005,10.134800,10.395939,12.869295,292.961456
110.9897156,0.917647,-2.017149,10.227522,10.464854,12.225694,294.461884
111.0087433,0.814158,-2.000998,10.304092,10.528113,11.840773,292.140228
111.0277557,0.686142,-1.968695,10.174282,10.385691,11.580325,289.214783
111.0467682,0.708275,-1.846063,10.011570,10.204956,11.172054,290.990234
111.0657806,0.784846,-1.874776,9.988838,10.193510,11.500967,292.715851
111.0847931,0.844068,-1.925026,9.979865,10.198818,11.893731,293.676056
111.1038055,0.860818,-1.932204,9.974482,10.196308,11.973289,294.013489
111.1228256,0.862613,-1.928615,10.023534,10.243773,11.902428,294.097565
111.1418381,0.823729,-1.996212,10.102497,10.330723,12.065830,292.423309
111.1608505,0.814158,-2.063810,10.159327,10.398754,12.318865,291.528870
111.1798706,0.787837,-2.086541,10.144372,10.386656,12.399662,290.685547
111.1988831,0.738784,-2.091327,10.058828,10.300460,12.434793,289.456329
111.2178955,0.722034,-2.062613,9.957731,10.194710,12.377982,289.292999
111.2369156,0.698704,-1.992025,9.930214,10.152118,12.001504,289.328369
111.2559280,0.707677,-1.920240,9.979267,10.186947,11.589203,290.230652
111.2749405,0.698106,-1.905285,10.054043,10.256765,11.410418,290.123077
111.2939529,0.669392,-1.948356,10.121041,10.328585,11.505402,288.961060
111.3129654,0.654437,-1.960918,10.106087,10.315351,11.560609,288.455933
111.3319778,0.647857,-2.034497,10.026525,10.251347,12.021606,287.663330
111.3510056,0.653839,-2.057229,9.929616,10.161544,12.264885,287.631561
111.3700180,0.668794,-2.033301,9.870992,10.100400,12.234835,288.207092
111.3890305,0.723231,-2.014757,9.911072,10.139608,12.187770,289.746460
111.4080429,0.769891,-1.974677,9.968499,10.191322,12.003196,291.299896
111.4270554,0.780060,-1.999203,10.003195,10.230797,12.108201,291.315002
111.4460678,0.826122,-2.014158,9.997213,10.231500,12.284965,292.301361
111.4650803,0.879362,-2.065604,10.064212,10.311564,12.574932,293.060272
111.4841003,0.854836,-1.960320,10.057034,10.281902,12.004952,293.560547
111.5031128,0.847657,-1.882553,10.034302,10.244498,11.626542,294.240601
111.5221329,0.882952,-1.913660,10.028319,10.247384,11.868452,294.768341
111.5411453,0.949951,-2.055435,10.063614,10.315209,12.680517,294.804749
111.5601578,0.916451,-2.114657,10.082158,10.342222,12.876132,293.430969
111.5791702,0.893121,-2.085943,10.070194,10.322676,12.698303,293.178741
111.5981903,0.844068,-1.984248,10.052248,10.280923,12.107078,293.044128
111.6172028,0.765105,-1.914856,10.070792,10.279733,11.571680,291.779816
111.6362152,0.745364,-1.981257,10.095917,10.315449,11.841738,290.616699
111.6552277,0.753141,-2.089532,10.110872,10.351961,12.389718,289.820953
111.6742401,0.754337,-2.082952,10.085748,10.326181,12.388302,289.907776
111.6932526,0.734597,-1.969293,10.094721,10.311214,11.761639,290.456787
111.7122803,0.697508,-1.882553,10.159327,10.355793,11.178380,290.330261
111.7312927,0.680758,-1.848456,10.241281,10.429000,10.887413,290.217987
111.7503052,0.717249,-1.869393,10.242477,10.436351,11.061067,290.990814
111.7693176,0.764507,-1.931606,10.177871,10.387715,11.536129,291.593079
111.7883301,0.853639,-2.082952,10.047462,10.296548,12.628309,292.284882
111.8073425,0.809970,-2.012962,9.892527,10.127692,12.371242,291.918732
111.8263626,0.740579,-1.846661,9.918250,10.115844,11.343123,291.852600
111.8453751,0.751346,-1.823331,10.009775,10.202188,11.145337,292.395264
111.8643875,0.796212,-1.878964,10.045668,10.250849,11.482951,292.964813
111.8834076,0.874577,-1.930410,10.042677,10.263855,11.916163,294.373016
111.9024200,0.908674,-1.957329,10.005588,10.235654,12.170918,294.902710
111.9214325,0.914656,-1.935195,9.997213,10.223788,12.084897,295.297424
111.9404526,0.874577,-1.927419,10.073783,10.293733,11.865596,294.406433
111.9594650,0.858425,-1.919642,10.180862,10.395762,11.670216,294.093231
111.9784775,0.856631,-1.933999,10.177273,10.394761,11.741097,293.890106
111.9974899,0.869193,-1.934597,10.072587,10.293453,11.890532,294.193848
112.0165024,0.857827,-1.970490,9.982258,10.210982,12.149940,293.525269
112.0355148,0.878166,-2.026721,9.984651,10.226046,12.474002,293.426788
112.0545425,0.887139,-2.083550,10.069596,10.321094,12.674402,293.063446
112.0735550,0.882952,-2.082952,10.133006,10.382490,12.585829,292.971802
112.0925674,0.826122,-2.026123,10.094721,10.329136,12.229902,292.182465
112.1115799,0.796810,-1.963909,10.045070,10.266220,11.914029,292.083710
112.1305923,0.771685,-1.883750,10.078569,10.282100,11.419063,292.276642
112.1496048,0.733400,-1.814956,10.149755,10.336802,10.916340,292.002991
112.1686172,0.724427,-1.778465,10.177273,10.356863,10.685498,292.162659
112.1876373,0.727418,-1.823929,10.159327,10.347356,10.939453,291.743073
112.2066498,0.739980,-1.896910,10.071390,10.275151,11.429425,291.310638
112.2256699,0.763909,-1.980659,9.976275,10.199639,12.012897,291.090820
112.2446823,0.778266,-1.979463,9.937392,10.162467,12.081096,291.463257
112.2636948,0.786042,-1.950749,9.982856,10.201994,11.896913,291.946655
112.2827072,0.809372,-1.979463,10.092328,10.316416,11.963869,292.238922
112.3017273,0.829113,-2.054238,10.165309,10.403885,12.293820,291.979553
112.3207397,0.835095,-2.060818,10.194621,10.434302,12.304322,292.059021
112.3397522,0.829711,-2.042274,10.178470,10.414439,12.220000,292.110352
112.3587646,0.783649,-2.013560,10.108479,10.336823,12.065372,291.265289
112.3777771,0.767498,-1.969293,10.035499,10.255652,11.893201,291.292480
112.3967972,0.805783,-1.978864,10.021739,10.246972,12.035241,292.155884
112.4158173,0.827917,-1.989034,10.021739,10.250705,12.132712,292.599060
112.4348297,0.776471,-1.950749,10.037292,10.254539,11.814764,291.704407
112.4538422,0.740579,-1.886741,10.064212,10.266285,11.386762,291.430878
112.4728546,0.711865,-1.876571,10.103694,10.301111,11.235295,290.773895
112.4918671,0.720838,-1.889732,10.168898,10.368084,11.249046,290.879333
112.5108795,0.730409,-1.923829,10.191031,10.396718,11.415923,290.789978
112.5298996,0.736989,-1.946561,10.146166,10.357458,11.592942,290.737213
112.5489120,0.771685,-1.995016,10.048658,10.273808,12.017212,291.146790
112.5679321,0.796212,-1.986641,9.918250,10.146545,12.177121,291.840057
112.5869446,0.780658,-1.960918,9.858429,10.081828,12.084098,291.707916
112.6059570,0.812962,-1.962713,9.892527,10.118065,12.120178,292.499481
112.6249695,0.829711,-1.951945,9.952348,10.175841,12.030490,293.028839
112.6439896,0.839283,-1.937588,10.004392,10.224798,11.918065,293.420258
112.6630020,0.832104,-1.896312,9.989436,10.201825,11.711725,293.691925
112.6820145,0.820140,-1.889732,9.976874,10.187332,11.666500,293.460754
112.7010269,0.807578,-1.885544,9.948758,10.158014,11.649854,293.185425
112.7200394,0.778266,-1.874776,9.924830,10.130288,11.559126,292.544525
112.7390518,0.740579,-1.884348,9.871590,10.077078,11.590563,291.455627
112.7580795,0.753141,-1.922035,9.818948,10.033602,11.872885,291.397522
112.7770920,0.744766,-1.978864,9.836894,10.061563,12.130762,290.624359
112.7961044,0.704088,-2.038087,9.875179,10.107854,12.317408,289.058258
112.8151169,0.678963,-2.035096,9.879965,10.110209,12.251213,288.450104
112.8341293,0.695115,-1.975275,9.850653,10.070763,12.001077,289.387360
112.8531418,0.708874,-1.929811,9.796216,10.009622,11.852401,290.169708
112.8721619,0.708275,-1.902892,9.721440,9.931216,11.797271,290.415771
112.8911743,0.707079,-1.895115,9.748360,9.956000,11.722202,290.460846
112.9101868,0.712463,-1.902892,9.846465,10.053928,11.659777,290.526428
112.9292068,0.787239,-1.954936,9.909277,10.130908,12.006693,291.934296
112.9482193,0.841077,-1.946561,9.939785,10.163456,12.042625,293.368378
112.9672318,0.838684,-1.941776,9.904491,10.127825,12.054732,293.360291
112.9862518,0.839283,-1.945365,9.844072,10.069489,12.146192,293.336670
113.0052643,0.856032,-1.927419,9.775877,10.000775,12.173947,293.947632
113.0242767,0.848256,-1.944767,9.720243,9.949110,12.313245,293.565552
113.0432892,0.830908,-1.960918,9.740582,9.970685,12.333166,292.964020
113.0623016,0.786640,-1.946561,9.763913,9.987087,12.135345,292.004517
113.0813141,0.777667,-1.941177,9.803394,10.023945,12.041266,291.831848
113.1003418,0.802194,-1.886741,9.812965,10.024849,11.800896,293.033966
113.1193542,0.823131,-1.862214,9.813564,10.022546,11.720875,293.846252
113.1383667,0.848256,-1.846063,9.808180,10.016380,11.702485,294.678528
113.1573792,0.865005,-1.843072,9.823135,10.031906,11.709455,295.141998
113.1763916,0.871586,-1.879562,9.836296,10.052121,11.894328,294.877991
113.1954041,0.881755,-1.921437,9.909875,10.132869,12.042527,294.650574
113.2144165,0.906282,-1.993221,9.979267,10.216656,12.375353,294.450439
113.2334366,0.897308,-2.004587,9.905089,10.145656,12.501925,294.114594
113.2524490,0.774078,-1.984248,9.772287,10.001701,12.295441,291.311340
113.2714691,0.675972,-1.983052,9.662218,9.886753,12.234270,288.822937
113.2904816,0.612563,-2.005185,9.641280,9.866625,12.268935,286.987335
113.3094940,0.602393,-1.985445,9.750752,9.969054,12.012552,286.878052
113.3285065,0.589831,-1.951347,9.897911,10.105657,11.637721,286.818420
113.3475266,0.619143,-1.881357,9.959526,10.154556,11.247488,288.216064
113.3665390,0.631107,-1.852045,9.982258,10.172209,11.089937,288.817169
113.3855515,0.713061,-1.879562,9.960723,10.161556,11.410193,290.775543
113.4045639,0.777667,-1.874178,9.890134,10.096141,11.594234,292.535400
113.4235764,0.813560,-1.869991,9.890733,10.098779,11.650141,293.511963
113.4425888,0.867398,-1.913660,9.898509,10.119040,11.983787,294.383209
113.4616165,0.908076,-1.945365,9.872787,10.103513,12.268180,295.022675
113.4806290,0.935594,-1.982454,9.851251,10.092205,12.545267,295.264374
113.4996414,0.950549,-1.997409,9.771091,10.018354,12.756045,295.449341
113.5186539,0.902094,-1.990828,9.692726,9.936101,12.707435,294.376465
113.5376663,0.874577,-1.926820,9.643674,9.873093,12.375704,294.413116
113.5566788,0.788435,-1.875973,9.625129,9.837887,11.937563,292.796082
113.5756989,0.690928,-1.881955,9.681958,9.887338,11.698528,290.159851
113.5947113,0.674178,-1.877768,9.770494,9.972115,11.541080,289.749725
113.6137238,0.618545,-1.853241,9.809377,10.002048,11.264232,288.457153
113.6327438,0.573679,-1.811965,9.809377,9.991806,10.965445,287.568115
113.6517563,0.544965,-1.826920,9.754940,9.939490,11.058271,286.609711
113.6707687,0.575474,-1.875375,9.661021,9.858171,11.477923,287.059052
113.6897888,0.632902,-1.905883,9.632308,9.839427,11.776808,288.370178
113.7088013,0.692722,-1.938785,9.683753,9.900193,12.002703,289.661652
113.7278137,0.757328,-1.965106,9.751350,9.976172,12.186929,291.076080
113.7468262,0.862613,-2.016551,9.796216,10.038746,12.619981,293.159607
113.7658386,0.933201,-2.059024,9.800404,10.057751,12.989050,294.381226
113.7848511,0.965504,-1.978266,9.808180,10.052171,12.649599,296.014954
113.8038635,0.915853,-1.955534,9.756136,9.992251,12.480356,295.095520
113.8228912,0.898505,-1.939981,9.698709,9.931555,12.431273,294.851288
113.8419037,0.854238,-1.928615,9.619147,9.847704,12.368324,293.889893
113.8609161,0.791426,-1.930410,9.610772,9.834621,12.247961,292.292572
113.8799286,0.742373,-1.911865,9.665807,9.881001,11.979625,291.221100
113.8989410,0.671785,-1.874178,9.687941,9.890401,11.612995,289.719818
113.9179535,0.620339,-1.848456,9.668200,9.862844,11.401818,288.551697
113.9369736,0.575474,-1.847259,9.669396,9.861073,11.315309,287.303314
113.9559860,0.598804,-1.948356,9.689735,9.901799,11.879323,287.084198
113.9749985,0.693320,-2.019542,9.728619,9.960184,12.379002,288.947632
113.9940186,0.668196,-1.887339,9.771091,9.974104,11.579815,289.496063
114.0130310,0.696311,-1.876571,9.828519,10.030262,11.510965,290.357635
114.0320435,0.809970,-1.935195,9.629914,9.855774,12.289794,292.711609
114.0510635,0.871586,-1.917847,9.412766,9.645619,12.615104,294.439911
114.0700760,0.884746,-1.911267,9.538987,9.768725,12.450596,294.839935
114.0890884,0.915853,-1.942972,9.637094,9.873576,12.565234,295.237640
114.1081009,0.918246,-1.914856,9.734601,9.963549,12.306485,295.619476
114.1271133,0.888934,-1.880759,9.803992,10.022261,11.979575,295.297577
114.1461258,0.858425,-1.910669,9.819546,10.040469,12.041512,294.193420
114.1651459,0.858425,-1.908276,9.758529,9.980346,12.102355,294.220276
114.1841660,0.795614,-1.873580,9.629316,9.842105,11.935846,293.008453
114.2031784,0.696311,-1.881955,9.507282,9.716739,11.918115,290.304169
114.2221909,0.604188,-1.918446,9.449257,9.660949,12.016440,287.481110
114.2412033,0.565903,-1.928615,9.491729,9.702202,11.956090,286.352966
114.2602158,0.557528,-1.929213,9.668200,9.874553,11.733930,286.118896
114.2792358,0.546162,-1.978864,9.856635,10.068140,11.764855,285.429382
114.2982483,0.584447,-1.983052,9.896116,10.109757,11.799877,286.421356
114.3172607,0.653839,-1.916053,9.818350,10.024907,11.651088,288.841827
114.3362732,0.716650,-1.858027,9.637691,9.841288,11.674756,291.091888
114.3552933,0.744168,-1.869393,9.580264,9.789273,11.860993,291.706512
114.3743057,0.804587,-1.941177,9.664611,9.890411,12.266557,292.513214
114.3933258,0.906880,-1.980061,9.738190,9.978748,12.606265,294.608063
114.4123383,0.882952,-1.958525,9.705887,9.940808,12.480941,294.267029
114.4313507,0.809970,-1.950749,9.672985,9.900915,12.317920,292.548706
114.4503632,0.764507,-1.975873,9.625129,9.855539,12.413618,291.152496
114.4693756,0.764507,-1.975275,9.686146,9.915019,12.334669,291.158325
114.4883881,0.797408,-1.956133,9.890134,10.113213,12.056563,292.178040
114.5074005,0.784248,-1.908874,10.042677,10.252522,11.612198,292.334961
114.5264206,0.753141,-1.886142,9.978668,10.183249,11.504221,291.766937
114.5454407,0.726820,-1.893321,9.757333,9.965865,11.741601,291.001099
114.5644531,0.732204,-1.885544,9.575478,9.786786,11.927802,291.222443
114.5834656,0.744766,-1.901098,9.573085,9.788402,12.039826,291.393066
114.6024780,0.780060,-1.945963,9.806984,10.028569,12.066777,291.843903
114.6214905,0.805185,-1.996811,10.063016,10.290766,12.076674,291.961029
114.6405106,0.832104,-2.014158,10.128819,10.360608,12.142409,292.446869
114.6595230,0.860818,-1.992623,9.972687,10.206177,12.279249,293.364471
114.6785355,0.844068,-1.958525,9.713065,9.944441,12.383748,293.314667
114.6975479,0.809372,-1.944168,9.531211,9.761088,12.459273,292.602325
114.7165680,0.793819,-1.961516,9.573684,9.804749,12.463610,292.033020
114.7355804,0.745962,-1.978266,9.751948,9.978501,12.232497,290.660400
114.7546005,0.652044,-1.980659,9.911072,10.128056,11.881380,288.221832
114.7736130,0.593420,-1.980061,9.973883,10.185829,11.708697,286.683350
114.7926254,0.556331,-1.949552,9.960124,10.164366,11.505351,285.926819
114.8116379,0.577867,-1.907678,9.829117,10.029193,11.463757,286.852417
114.8306503,0.628116,-1.905285,9.685548,9.891131,11.702098,288.245850
114.8496628,0.675972,-1.914856,9.580264,9.793114,11.967492,289.443787
114.8686829,0.772882,-1.938186,9.568299,9.793175,12.302158,291.740417
114.8876953,0.859023,-1.939383,9.647263,9.877692,12.400155,293.890289
114.9067154,0.937986,-1.959123,9.786046,10.024204,12.514366,295.584106
114.9257278,1.016351,-1.931008,9.893723,10.131512,12.437949,297.759277
114.9447403,1.016950,-1.933401,9.915258,10.153057,12.424973,297.743927
114.9637527,1.009173,-1.911865,9.812965,10.048281,12.424194,297.827209
114.9827728,1.018146,-1.895115,9.650253,9.887136,12.567259,298.246796
115.0017853,0.987638,-1.908874,9.538389,9.777531,12.698133,297.356720
115.0207977,0.915255,-1.919044,9.555139,9.788825,12.544606,295.497986
115.0398102,0.795614,-1.953740,9.728619,9.954703,12.234447,292.157440
115.0588226,0.759721,-1.984248,9.867402,10.093564,12.151773,290.950653
115.0778351,0.684347,-1.932802,9.841082,10.052410,11.769159,289.497528
115.0968628,0.604786,-1.908276,9.752547,9.955875,11.599483,287.584869
115.1158752,0.537787,-1.904687,9.635897,9.837049,11.606767,285.766998
115.1348877,0.522234,-1.939981,9.592228,9.800362,11.829316,285.066589
115.1539001,0.534796,-1.957927,9.710074,9.919930,11.806272,285.277344
115.1729126,0.628116,-1.958525,9.972687,10.182575,11.653388,287.781494
115.1919250,0.786042,-1.981855,10.176077,10.397026,11.833180,291.634247
115.2109375,0.857229,-1.977668,10.125827,10.352699,12.017048,293.434540
115.2299576,0.826122,-1.943570,9.824930,10.049338,12.131087,293.028107
115.2489700,0.881755,-1.944168,9.495916,9.732919,12.670028,294.396118
115.2679901,0.909273,-1.987837,9.358928,9.610817,13.146661,294.580200
115.2870026,0.894916,-1.981257,9.539586,9.784169,12.838009,294.308258
115.3060150,0.808774,-1.956133,9.843474,10.068493,12.136026,292.462921
115.3250275,0.805185,-1.935794,10.069596,10.285542,11.761421,292.584656
115.3440475,0.840479,-1.901098,10.091131,10.302985,11.639160,293.850311
115.3630600,0.838684,-1.868196,9.973883,10.181939,11.602591,294.176605
115.3820724,0.882952,-1.886741,9.831510,10.049775,11.963028,295.078522
115.4010849,0.914058,-1.920838,9.771091,9.999968,12.282043,295.448120
115.4200974,0.880559,-1.955534,9.765109,9.997842,12.386806,294.241577
115.4391098,0.865005,-2.020140,9.769297,10.013409,12.677328,293.180145
115.4581375,0.860818,-2.011766,9.710672,9.954164,12.698894,293.165680
115.4771500,0.815953,-1.969293,9.595219,9.829146,12.525236,292.506073
115.4961624,0.749552,-1.945365,9.525827,9.751290,12.344817,291.071747
115.5151749,0.705883,-1.932802,9.534202,9.753717,12.178773,290.062805
115.5341873,0.706481,-1.907678,9.584451,9.797961,11.983162,290.321381
115.5531998,0.710668,-1.890330,9.699306,9.907318,11.761589,290.603729
115.5722198,0.731007,-1.909472,9.878170,10.087552,11.694148,290.948456
115.5912323,0.723231,-1.945963,9.949955,10.164224,11.785439,290.387939
115.6102448,0.723231,-1.965704,9.814162,10.035180,12.047273,290.199799
115.6292572,0.696311,-1.932802,9.498908,9.718531,12.203855,289.812073
115.6482773,0.677767,-1.926222,9.187243,9.411436,12.531046,289.385101
115.6672897,0.720838,-1.947159,9.078369,9.312778,12.882490,290.314545
115.6863098,0.818345,-1.969293,9.313464,9.554498,12.897034,292.565460
115.7053223,0.891326,-1.956731,9.731011,9.965734,12.459938,294.490143
115.7243347,0.936790,-1.940579,10.082756,10.310451,12.063624,295.768341
115.7433472,0.972084,-1.897508,10.060024,10.283462,11.965631,297.125854
115.7623596,0.984646,-1.846661,9.668798,9.892692,12.213028,298.066711
115.7813721,0.917647,-1.876571,9.294321,9.526175,12.666882,296.058746
115.8003922,0.872782,-1.920838,9.117850,9.358769,13.028663,294.435883
115.8194046,0.851247,-1.970490,9.272786,9.517984,13.033479,293.364227
115.8384247,0.812363,-2.002793,9.703494,9.941273,12.556613,292.078217
115.8574371,0.802194,-1.998007,10.107283,10.334056,12.025295,291.875305
115.8764496,0.751346,-1.976472,10.226326,10.442638,11.682230,290.814056
115.8954620,0.740579,-1.977070,10.070194,10.289124,11.840623,290.535156
115.9144821,0.759721,-1.985445,9.856635,10.083274,12.170854,290.939117
115.9334946,0.748355,-1.999203,9.701101,9.933187,12.409869,290.522217
115.9525070,0.744766,-2.008176,9.635897,9.871066,12.531754,290.348145
115.9715195,0.660419,-1.972882,9.632308,9.854429,12.188109,288.507874
115.9905319,0.652642,-1.937588,9.657433,9.871484,11.953452,288.615204
116.0095444,0.688535,-1.926222,9.734002,9.946618,11.867921,289.669617
116.0285721,0.745962,-1.902294,9.822537,10.032818,11.751331,291.412048
116.0475845,0.850648,-1.883750,9.870992,10.085068,11.826417,294.302612
116.0665970,0.954736,-1.846063,9.783653,10.001966,11.993011,297.346832
116.0856094,1.001396,-1.819742,9.619147,9.840846,12.184890,298.823822
116.1046219,1.015155,-1.832304,9.490533,9.718955,12.446619,298.987854
116.1236343,1.000798,-1.901098,9.461819,9.702669,12.792882,297.763733
116.1426468,1.023530,-1.990230,9.605389,9.862663,13.115588,297.215729
116.1616669,0.996611,-2.014757,9.832108,10.085773,12.877388,296.319550
116.1806793,0.938585,-2.005185,9.966704,10.209648,12.524197,295.083282
116.1996994,0.905085,-1.995016,9.846465,10.087227,12.543333,294.402527
116.2187119,0.829113,-1.976472,9.571889,9.808921,12.621435,292.757629
116.2377243,0.771087,-1.931008,9.327821,9.556757,12.566381,291.767731
116.2567368,0.690928,-1.892125,9.209376,9.427095,12.337754,290.060150
116.2757568,0.664008,-1.890330,9.292527,9.506067,12.167274,289.354645
116.2947693,0.643071,-1.900499,9.580862,9.788685,11.827518,288.694244
116.3137817,0.591625,-1.908276,9.909875,10.109262,11.398362,287.225067
116.3327942,0.585045,-1.920838,10.080962,10.278993,11.264914,286.939575
116.3518066,0.619741,-1.897508,9.995419,10.192792,11.293757,288.087433
116.3708191,0.690928,-1.886741,9.701101,9.906994,11.701509,290.112823
116.3898468,0.747159,-1.877768,9.368499,9.583999,12.173203,291.697479
116.4088593,0.836890,-1.884946,9.238688,9.466085,12.583980,293.940552
116.4278717,0.912264,-1.935794,9.364311,9.605720,12.872483,295.232666
116.4468842,1.028914,-1.952543,9.674780,9.923328,12.850652,297.787476
116.4658966,1.035494,-1.956133,9.940384,10.183807,12.552575,297.894867
